api_name,example_name,example_url,usage_type,notes
PerspectiveCamera,webgl_loader_ldraw,https://threejs.org/examples/#webgl_loader_ldraw,primary,PerspectiveCamera view projection
LDrawLoader,webgl_loader_ldraw,https://threejs.org/examples/#webgl_loader_ldraw,primary,Loads LDraw format assets
WebGLRenderer,webgl_loader_lwo,https://threejs.org/examples/#webgl_loader_lwo,primary,Core rendering infrastructure
Scene,webgl_loader_lwo,https://threejs.org/examples/#webgl_loader_lwo,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_lwo,https://threejs.org/examples/#webgl_loader_lwo,primary,PerspectiveCamera view projection
LWOLoader,webgl_loader_lwo,https://threejs.org/examples/#webgl_loader_lwo,primary,Loads LWO format assets
WebGLRenderer,webgl_loader_md2,https://threejs.org/examples/#webgl_loader_md2,primary,Core rendering infrastructure
Scene,webgl_loader_md2,https://threejs.org/examples/#webgl_loader_md2,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_md2,https://threejs.org/examples/#webgl_loader_md2,primary,PerspectiveCamera view projection
MD2Loader,webgl_loader_md2,https://threejs.org/examples/#webgl_loader_md2,primary,Loads MD2 format assets
WebGLRenderer,webgl_loader_md2_control,https://threejs.org/examples/#webgl_loader_md2_control,primary,Core rendering infrastructure
Scene,webgl_loader_md2_control,https://threejs.org/examples/#webgl_loader_md2_control,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_md2_control,https://threejs.org/examples/#webgl_loader_md2_control,primary,PerspectiveCamera view projection
MD2Loader,webgl_loader_md2_control,https://threejs.org/examples/#webgl_loader_md2_control,primary,Loads MD2 format assets
WebGLRenderer,webgl_loader_mdd,https://threejs.org/examples/#webgl_loader_mdd,primary,Core rendering infrastructure
Scene,webgl_loader_mdd,https://threejs.org/examples/#webgl_loader_mdd,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_mdd,https://threejs.org/examples/#webgl_loader_mdd,primary,PerspectiveCamera view projection
MDDLoader,webgl_loader_mdd,https://threejs.org/examples/#webgl_loader_mdd,primary,Loads MDD format assets
WebGLRenderer,webgl_loader_nrrd,https://threejs.org/examples/#webgl_loader_nrrd,primary,Core rendering infrastructure
Scene,webgl_loader_nrrd,https://threejs.org/examples/#webgl_loader_nrrd,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_nrrd,https://threejs.org/examples/#webgl_loader_nrrd,primary,PerspectiveCamera view projection
NRRDLoader,webgl_loader_nrrd,https://threejs.org/examples/#webgl_loader_nrrd,primary,Loads NRRD format assets
WebGLRenderer,webgl_loader_obj,https://threejs.org/examples/#webgl_loader_obj,primary,Core rendering infrastructure
Scene,webgl_loader_obj,https://threejs.org/examples/#webgl_loader_obj,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_obj,https://threejs.org/examples/#webgl_loader_obj,primary,PerspectiveCamera view projection
OBJLoader,webgl_loader_obj,https://threejs.org/examples/#webgl_loader_obj,primary,Loads OBJ format assets
WebGLRenderer,webgl_loader_pcd,https://threejs.org/examples/#webgl_loader_pcd,primary,Core rendering infrastructure
Scene,webgl_loader_pcd,https://threejs.org/examples/#webgl_loader_pcd,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_pcd,https://threejs.org/examples/#webgl_loader_pcd,primary,PerspectiveCamera view projection
PCDLoader,webgl_loader_pcd,https://threejs.org/examples/#webgl_loader_pcd,primary,Loads PCD format assets
WebGLRenderer,webgl_loader_pdb,https://threejs.org/examples/#webgl_loader_pdb,primary,Core rendering infrastructure
Scene,webgl_loader_pdb,https://threejs.org/examples/#webgl_loader_pdb,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_pdb,https://threejs.org/examples/#webgl_loader_pdb,primary,PerspectiveCamera view projection
PDBLoader,webgl_loader_pdb,https://threejs.org/examples/#webgl_loader_pdb,primary,Loads PDB format assets
WebGLRenderer,webgl_loader_ply,https://threejs.org/examples/#webgl_loader_ply,primary,Core rendering infrastructure
Scene,webgl_loader_ply,https://threejs.org/examples/#webgl_loader_ply,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_ply,https://threejs.org/examples/#webgl_loader_ply,primary,PerspectiveCamera view projection
PLYLoader,webgl_loader_ply,https://threejs.org/examples/#webgl_loader_ply,primary,Loads PLY format assets
WebGLRenderer,webgl_loader_stl,https://threejs.org/examples/#webgl_loader_stl,primary,Core rendering infrastructure
Scene,webgl_loader_stl,https://threejs.org/examples/#webgl_loader_stl,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_stl,https://threejs.org/examples/#webgl_loader_stl,primary,PerspectiveCamera view projection
STLLoader,webgl_loader_stl,https://threejs.org/examples/#webgl_loader_stl,primary,Loads STL format assets
SVGRenderer,webgl_loader_svg,https://threejs.org/examples/#webgl_loader_svg,primary,
Scene,webgl_loader_svg,https://threejs.org/examples/#webgl_loader_svg,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_svg,https://threejs.org/examples/#webgl_loader_svg,primary,PerspectiveCamera view projection
SVGLoader,webgl_loader_svg,https://threejs.org/examples/#webgl_loader_svg,primary,Loads SVG format assets
WebGLRenderer,webgl_loader_texture_dds,https://threejs.org/examples/#webgl_loader_texture_dds,primary,Core rendering infrastructure
Scene,webgl_loader_texture_dds,https://threejs.org/examples/#webgl_loader_texture_dds,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_dds,https://threejs.org/examples/#webgl_loader_texture_dds,primary,PerspectiveCamera view projection
TextGeometry,webgl_loader_texture_dds,https://threejs.org/examples/#webgl_loader_texture_dds,secondary,
WebGLRenderer,webgl_loader_texture_exr,https://threejs.org/examples/#webgl_loader_texture_exr,primary,Core rendering infrastructure
Scene,webgl_loader_texture_exr,https://threejs.org/examples/#webgl_loader_texture_exr,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_exr,https://threejs.org/examples/#webgl_loader_texture_exr,primary,PerspectiveCamera view projection
EXRLoader,webgl_loader_texture_exr,https://threejs.org/examples/#webgl_loader_texture_exr,primary,Loads EXR format assets
XRSession,webgl_loader_texture_exr,https://threejs.org/examples/#webgl_loader_texture_exr,secondary,
TextGeometry,webgl_loader_texture_exr,https://threejs.org/examples/#webgl_loader_texture_exr,secondary,
WebGLRenderer,webgl_loader_texture_ultrahdr,https://threejs.org/examples/#webgl_loader_texture_ultrahdr,primary,Core rendering infrastructure
Scene,webgl_loader_texture_ultrahdr,https://threejs.org/examples/#webgl_loader_texture_ultrahdr,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_ultrahdr,https://threejs.org/examples/#webgl_loader_texture_ultrahdr,primary,PerspectiveCamera view projection
RGBELoader,webgl_loader_texture_ultrahdr,https://threejs.org/examples/#webgl_loader_texture_ultrahdr,primary,Loads RGBE format assets
TextGeometry,webgl_loader_texture_ultrahdr,https://threejs.org/examples/#webgl_loader_texture_ultrahdr,secondary,
WebGLRenderer,webgl_loader_texture_hdr,https://threejs.org/examples/#webgl_loader_texture_hdr,primary,Core rendering infrastructure
Scene,webgl_loader_texture_hdr,https://threejs.org/examples/#webgl_loader_texture_hdr,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_hdr,https://threejs.org/examples/#webgl_loader_texture_hdr,primary,PerspectiveCamera view projection
RGBELoader,webgl_loader_texture_hdr,https://threejs.org/examples/#webgl_loader_texture_hdr,primary,Loads RGBE format assets
TextGeometry,webgl_loader_texture_hdr,https://threejs.org/examples/#webgl_loader_texture_hdr,secondary,
WebGLRenderer,webgl_loader_texture_ktx,https://threejs.org/examples/#webgl_loader_texture_ktx,primary,Core rendering infrastructure
Scene,webgl_loader_texture_ktx,https://threejs.org/examples/#webgl_loader_texture_ktx,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_ktx,https://threejs.org/examples/#webgl_loader_texture_ktx,primary,PerspectiveCamera view projection
TextGeometry,webgl_loader_texture_ktx,https://threejs.org/examples/#webgl_loader_texture_ktx,secondary,
WebGLRenderer,webgl_loader_texture_ktx2,https://threejs.org/examples/#webgl_loader_texture_ktx2,primary,Core rendering infrastructure
Scene,webgl_loader_texture_ktx2,https://threejs.org/examples/#webgl_loader_texture_ktx2,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_ktx2,https://threejs.org/examples/#webgl_loader_texture_ktx2,primary,PerspectiveCamera view projection
KTX2Loader,webgl_loader_texture_ktx2,https://threejs.org/examples/#webgl_loader_texture_ktx2,primary,Loads KTX2 format assets
TextGeometry,webgl_loader_texture_ktx2,https://threejs.org/examples/#webgl_loader_texture_ktx2,secondary,
WebGLRenderer,webgl_loader_texture_lottie,https://threejs.org/examples/#webgl_loader_texture_lottie,primary,Core rendering infrastructure
Scene,webgl_loader_texture_lottie,https://threejs.org/examples/#webgl_loader_texture_lottie,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_lottie,https://threejs.org/examples/#webgl_loader_texture_lottie,primary,PerspectiveCamera view projection
TextGeometry,webgl_loader_texture_lottie,https://threejs.org/examples/#webgl_loader_texture_lottie,secondary,
WebGLRenderer,webgl_loader_texture_pvrtc,https://threejs.org/examples/#webgl_loader_texture_pvrtc,primary,Core rendering infrastructure
Scene,webgl_loader_texture_pvrtc,https://threejs.org/examples/#webgl_loader_texture_pvrtc,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_pvrtc,https://threejs.org/examples/#webgl_loader_texture_pvrtc,primary,PerspectiveCamera view projection
TextGeometry,webgl_loader_texture_pvrtc,https://threejs.org/examples/#webgl_loader_texture_pvrtc,secondary,
WebGLRenderer,webgl_loader_texture_tga,https://threejs.org/examples/#webgl_loader_texture_tga,primary,Core rendering infrastructure
Scene,webgl_loader_texture_tga,https://threejs.org/examples/#webgl_loader_texture_tga,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_tga,https://threejs.org/examples/#webgl_loader_texture_tga,primary,PerspectiveCamera view projection
TextGeometry,webgl_loader_texture_tga,https://threejs.org/examples/#webgl_loader_texture_tga,secondary,
WebGLRenderer,webgl_loader_texture_tiff,https://threejs.org/examples/#webgl_loader_texture_tiff,primary,Core rendering infrastructure
Scene,webgl_loader_texture_tiff,https://threejs.org/examples/#webgl_loader_texture_tiff,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_texture_tiff,https://threejs.org/examples/#webgl_loader_texture_tiff,primary,PerspectiveCamera view projection
TextGeometry,webgl_loader_texture_tiff,https://threejs.org/examples/#webgl_loader_texture_tiff,secondary,
WebGLRenderer,webgl_loader_ttf,https://threejs.org/examples/#webgl_loader_ttf,primary,Core rendering infrastructure
Scene,webgl_loader_ttf,https://threejs.org/examples/#webgl_loader_ttf,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_ttf,https://threejs.org/examples/#webgl_loader_ttf,primary,PerspectiveCamera view projection
TTFLoader,webgl_loader_ttf,https://threejs.org/examples/#webgl_loader_ttf,primary,Loads TTF format assets
WebGLRenderer,webgl_loader_usdz,https://threejs.org/examples/#webgl_loader_usdz,primary,Core rendering infrastructure
Scene,webgl_loader_usdz,https://threejs.org/examples/#webgl_loader_usdz,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_usdz,https://threejs.org/examples/#webgl_loader_usdz,primary,PerspectiveCamera view projection
USDZLoader,webgl_loader_usdz,https://threejs.org/examples/#webgl_loader_usdz,primary,Loads USDZ format assets
WebGLRenderer,webgl_loader_vox,https://threejs.org/examples/#webgl_loader_vox,primary,Core rendering infrastructure
Scene,webgl_loader_vox,https://threejs.org/examples/#webgl_loader_vox,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_vox,https://threejs.org/examples/#webgl_loader_vox,primary,PerspectiveCamera view projection
VOXLoader,webgl_loader_vox,https://threejs.org/examples/#webgl_loader_vox,primary,Loads VOX format assets
WebGLRenderer,webgl_loader_vrml,https://threejs.org/examples/#webgl_loader_vrml,primary,Core rendering infrastructure
Scene,webgl_loader_vrml,https://threejs.org/examples/#webgl_loader_vrml,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_vrml,https://threejs.org/examples/#webgl_loader_vrml,primary,PerspectiveCamera view projection
VRMLLoader,webgl_loader_vrml,https://threejs.org/examples/#webgl_loader_vrml,primary,Loads VRML format assets
WebGLRenderer,webgl_loader_vtk,https://threejs.org/examples/#webgl_loader_vtk,primary,Core rendering infrastructure
Scene,webgl_loader_vtk,https://threejs.org/examples/#webgl_loader_vtk,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_vtk,https://threejs.org/examples/#webgl_loader_vtk,primary,PerspectiveCamera view projection
VTKLoader,webgl_loader_vtk,https://threejs.org/examples/#webgl_loader_vtk,primary,Loads VTK format assets
WebGLRenderer,webgl_loader_xyz,https://threejs.org/examples/#webgl_loader_xyz,primary,Core rendering infrastructure
Scene,webgl_loader_xyz,https://threejs.org/examples/#webgl_loader_xyz,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_xyz,https://threejs.org/examples/#webgl_loader_xyz,primary,PerspectiveCamera view projection
XYZLoader,webgl_loader_xyz,https://threejs.org/examples/#webgl_loader_xyz,primary,Loads XYZ format assets
WebGLRenderer,webgl_lod,https://threejs.org/examples/#webgl_lod,primary,Core rendering infrastructure
Scene,webgl_lod,https://threejs.org/examples/#webgl_lod,primary,Core rendering infrastructure
PerspectiveCamera,webgl_lod,https://threejs.org/examples/#webgl_lod,primary,PerspectiveCamera view projection
LOD,webgl_lod,https://threejs.org/examples/#webgl_lod,secondary,
WebGLRenderer,webgl_marchingcubes,https://threejs.org/examples/#webgl_marchingcubes,primary,Core rendering infrastructure
Scene,webgl_marchingcubes,https://threejs.org/examples/#webgl_marchingcubes,primary,Core rendering infrastructure
PerspectiveCamera,webgl_marchingcubes,https://threejs.org/examples/#webgl_marchingcubes,primary,PerspectiveCamera view projection
MarchingCubes,webgl_marchingcubes,https://threejs.org/examples/#webgl_marchingcubes,primary,
WebGLRenderer,webgl_materials_alphahash,https://threejs.org/examples/#webgl_materials_alphahash,primary,Core rendering infrastructure
Scene,webgl_materials_alphahash,https://threejs.org/examples/#webgl_materials_alphahash,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_alphahash,https://threejs.org/examples/#webgl_materials_alphahash,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_materials_blending,https://threejs.org/examples/#webgl_materials_blending,primary,Core rendering infrastructure
Scene,webgl_materials_blending,https://threejs.org/examples/#webgl_materials_blending,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_blending,https://threejs.org/examples/#webgl_materials_blending,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_materials_blending_custom,https://threejs.org/examples/#webgl_materials_blending_custom,primary,Core rendering infrastructure
Scene,webgl_materials_blending_custom,https://threejs.org/examples/#webgl_materials_blending_custom,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_blending_custom,https://threejs.org/examples/#webgl_materials_blending_custom,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_materials_bumpmap,https://threejs.org/examples/#webgl_materials_bumpmap,primary,Core rendering infrastructure
Scene,webgl_materials_bumpmap,https://threejs.org/examples/#webgl_materials_bumpmap,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_bumpmap,https://threejs.org/examples/#webgl_materials_bumpmap,primary,PerspectiveCamera view projection
MeshPhongMaterial,webgl_materials_bumpmap,https://threejs.org/examples/#webgl_materials_bumpmap,secondary,MeshPhongMaterial shading model
WebGLRenderer,webgl_materials_car,https://threejs.org/examples/#webgl_materials_car,primary,Core rendering infrastructure
Scene,webgl_materials_car,https://threejs.org/examples/#webgl_materials_car,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_car,https://threejs.org/examples/#webgl_materials_car,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_materials_channels,https://threejs.org/examples/#webgl_materials_channels,primary,Core rendering infrastructure
Scene,webgl_materials_channels,https://threejs.org/examples/#webgl_materials_channels,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_channels,https://threejs.org/examples/#webgl_materials_channels,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_materials_cubemap,https://threejs.org/examples/#webgl_materials_cubemap,primary,Core rendering infrastructure
Scene,webgl_materials_cubemap,https://threejs.org/examples/#webgl_materials_cubemap,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_cubemap,https://threejs.org/examples/#webgl_materials_cubemap,primary,PerspectiveCamera view projection
CubeTextureLoader,webgl_materials_cubemap,https://threejs.org/examples/#webgl_materials_cubemap,primary,Loads CubeTexture format assets
WebGLRenderer,webgl_materials_cubemap_dynamic,https://threejs.org/examples/#webgl_materials_cubemap_dynamic,primary,Core rendering infrastructure
Scene,webgl_materials_cubemap_dynamic,https://threejs.org/examples/#webgl_materials_cubemap_dynamic,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_cubemap_dynamic,https://threejs.org/examples/#webgl_materials_cubemap_dynamic,primary,PerspectiveCamera view projection
CubeTextureLoader,webgl_materials_cubemap_dynamic,https://threejs.org/examples/#webgl_materials_cubemap_dynamic,primary,Loads CubeTexture format assets
WebGLRenderer,webgl_materials_cubemap_refraction,https://threejs.org/examples/#webgl_materials_cubemap_refraction,primary,Core rendering infrastructure
Scene,webgl_materials_cubemap_refraction,https://threejs.org/examples/#webgl_materials_cubemap_refraction,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_cubemap_refraction,https://threejs.org/examples/#webgl_materials_cubemap_refraction,primary,PerspectiveCamera view projection
CubeTextureLoader,webgl_materials_cubemap_refraction,https://threejs.org/examples/#webgl_materials_cubemap_refraction,primary,Loads CubeTexture format assets
Refractor,webgl_materials_cubemap_refraction,https://threejs.org/examples/#webgl_materials_cubemap_refraction,primary,Planar refraction
WebGLRenderer,webgl_materials_cubemap_mipmaps,https://threejs.org/examples/#webgl_materials_cubemap_mipmaps,primary,Core rendering infrastructure
Scene,webgl_materials_cubemap_mipmaps,https://threejs.org/examples/#webgl_materials_cubemap_mipmaps,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_cubemap_mipmaps,https://threejs.org/examples/#webgl_materials_cubemap_mipmaps,primary,PerspectiveCamera view projection
CubeTextureLoader,webgl_materials_cubemap_mipmaps,https://threejs.org/examples/#webgl_materials_cubemap_mipmaps,primary,Loads CubeTexture format assets
WebGLRenderer,webgl_materials_cubemap_render_to_mipmaps,https://threejs.org/examples/#webgl_materials_cubemap_render_to_mipmaps,primary,Core rendering infrastructure
Scene,webgl_materials_cubemap_render_to_mipmaps,https://threejs.org/examples/#webgl_materials_cubemap_render_to_mipmaps,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_cubemap_render_to_mipmaps,https://threejs.org/examples/#webgl_materials_cubemap_render_to_mipmaps,primary,PerspectiveCamera view projection
CubeTextureLoader,webgl_materials_cubemap_render_to_mipmaps,https://threejs.org/examples/#webgl_materials_cubemap_render_to_mipmaps,primary,Loads CubeTexture format assets
WebGLRenderer,webgl_materials_displacementmap,https://threejs.org/examples/#webgl_materials_displacementmap,primary,Core rendering infrastructure
Scene,webgl_materials_displacementmap,https://threejs.org/examples/#webgl_materials_displacementmap,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_displacementmap,https://threejs.org/examples/#webgl_materials_displacementmap,primary,PerspectiveCamera view projection
MeshStandardMaterial,webgl_materials_displacementmap,https://threejs.org/examples/#webgl_materials_displacementmap,secondary,MeshStandardMaterial shading model
WebGLRenderer,webgl_materials_envmaps,https://threejs.org/examples/#webgl_materials_envmaps,primary,Core rendering infrastructure
Scene,webgl_materials_envmaps,https://threejs.org/examples/#webgl_materials_envmaps,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_envmaps,https://threejs.org/examples/#webgl_materials_envmaps,primary,PerspectiveCamera view projection
CubeTextureLoader,webgl_materials_envmaps,https://threejs.org/examples/#webgl_materials_envmaps,primary,Loads CubeTexture format assets
WebGLRenderer,webgl_materials_envmaps_exr,https://threejs.org/examples/#webgl_materials_envmaps_exr,primary,Core rendering infrastructure
Scene,webgl_materials_envmaps_exr,https://threejs.org/examples/#webgl_materials_envmaps_exr,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_envmaps_exr,https://threejs.org/examples/#webgl_materials_envmaps_exr,primary,PerspectiveCamera view projection
CubeTextureLoader,webgl_materials_envmaps_exr,https://threejs.org/examples/#webgl_materials_envmaps_exr,primary,Loads CubeTexture format assets
XRSession,webgl_materials_envmaps_exr,https://threejs.org/examples/#webgl_materials_envmaps_exr,secondary,
WebGLRenderer,webgl_materials_envmaps_groundprojected,https://threejs.org/examples/#webgl_materials_envmaps_groundprojected,primary,Core rendering infrastructure
Scene,webgl_materials_envmaps_groundprojected,https://threejs.org/examples/#webgl_materials_envmaps_groundprojected,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_envmaps_groundprojected,https://threejs.org/examples/#webgl_materials_envmaps_groundprojected,primary,PerspectiveCamera view projection
CubeTextureLoader,webgl_materials_envmaps_groundprojected,https://threejs.org/examples/#webgl_materials_envmaps_groundprojected,primary,Loads CubeTexture format assets
WebGLRenderer,webgl_materials_envmaps_hdr,https://threejs.org/examples/#webgl_materials_envmaps_hdr,primary,Core rendering infrastructure
Scene,webgl_materials_envmaps_hdr,https://threejs.org/examples/#webgl_materials_envmaps_hdr,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_envmaps_hdr,https://threejs.org/examples/#webgl_materials_envmaps_hdr,primary,PerspectiveCamera view projection
RGBELoader,webgl_materials_envmaps_hdr,https://threejs.org/examples/#webgl_materials_envmaps_hdr,primary,Loads RGBE format assets
CubeTextureLoader,webgl_materials_envmaps_hdr,https://threejs.org/examples/#webgl_materials_envmaps_hdr,primary,Loads CubeTexture format assets
WebGLRenderer,webgl_materials_envmaps_fasthdr,https://threejs.org/examples/#webgl_materials_envmaps_fasthdr,primary,Core rendering infrastructure
Scene,webgl_materials_envmaps_fasthdr,https://threejs.org/examples/#webgl_materials_envmaps_fasthdr,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_envmaps_fasthdr,https://threejs.org/examples/#webgl_materials_envmaps_fasthdr,primary,PerspectiveCamera view projection
RGBELoader,webgl_materials_envmaps_fasthdr,https://threejs.org/examples/#webgl_materials_envmaps_fasthdr,primary,Loads RGBE format assets
CubeTextureLoader,webgl_materials_envmaps_fasthdr,https://threejs.org/examples/#webgl_materials_envmaps_fasthdr,primary,Loads CubeTexture format assets
WebGLRenderer,webgl_materials_matcap,https://threejs.org/examples/#webgl_materials_matcap,primary,Core rendering infrastructure
Scene,webgl_materials_matcap,https://threejs.org/examples/#webgl_materials_matcap,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_matcap,https://threejs.org/examples/#webgl_materials_matcap,primary,PerspectiveCamera view projection
MeshMatcapMaterial,webgl_materials_matcap,https://threejs.org/examples/#webgl_materials_matcap,secondary,MeshMatcapMaterial shading model
WebGLRenderer,webgl_materials_normalmap,https://threejs.org/examples/#webgl_materials_normalmap,primary,Core rendering infrastructure
Scene,webgl_materials_normalmap,https://threejs.org/examples/#webgl_materials_normalmap,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_normalmap,https://threejs.org/examples/#webgl_materials_normalmap,primary,PerspectiveCamera view projection
MeshStandardMaterial,webgl_materials_normalmap,https://threejs.org/examples/#webgl_materials_normalmap,secondary,MeshStandardMaterial shading model
WebGLRenderer,webgl_materials_normalmap_object_space,https://threejs.org/examples/#webgl_materials_normalmap_object_space,primary,Core rendering infrastructure
Scene,webgl_materials_normalmap_object_space,https://threejs.org/examples/#webgl_materials_normalmap_object_space,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_normalmap_object_space,https://threejs.org/examples/#webgl_materials_normalmap_object_space,primary,PerspectiveCamera view projection
MeshStandardMaterial,webgl_materials_normalmap_object_space,https://threejs.org/examples/#webgl_materials_normalmap_object_space,secondary,MeshStandardMaterial shading model
WebGLRenderer,webgl_materials_physical_clearcoat,https://threejs.org/examples/#webgl_materials_physical_clearcoat,primary,Core rendering infrastructure
Scene,webgl_materials_physical_clearcoat,https://threejs.org/examples/#webgl_materials_physical_clearcoat,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_physical_clearcoat,https://threejs.org/examples/#webgl_materials_physical_clearcoat,primary,PerspectiveCamera view projection
MeshPhysicalMaterial,webgl_materials_physical_clearcoat,https://threejs.org/examples/#webgl_materials_physical_clearcoat,secondary,MeshPhysicalMaterial shading model
WebGLRenderer,webgl_materials_physical_transmission,https://threejs.org/examples/#webgl_materials_physical_transmission,primary,Core rendering infrastructure
Scene,webgl_materials_physical_transmission,https://threejs.org/examples/#webgl_materials_physical_transmission,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_physical_transmission,https://threejs.org/examples/#webgl_materials_physical_transmission,primary,PerspectiveCamera view projection
MeshPhysicalMaterial,webgl_materials_physical_transmission,https://threejs.org/examples/#webgl_materials_physical_transmission,secondary,MeshPhysicalMaterial shading model
WebGLRenderer,webgl_materials_physical_transmission_alpha,https://threejs.org/examples/#webgl_materials_physical_transmission_alpha,primary,Core rendering infrastructure
Scene,webgl_materials_physical_transmission_alpha,https://threejs.org/examples/#webgl_materials_physical_transmission_alpha,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_physical_transmission_alpha,https://threejs.org/examples/#webgl_materials_physical_transmission_alpha,primary,PerspectiveCamera view projection
MeshPhysicalMaterial,webgl_materials_physical_transmission_alpha,https://threejs.org/examples/#webgl_materials_physical_transmission_alpha,secondary,MeshPhysicalMaterial shading model
WebGLRenderer,webgl_materials_subsurface_scattering,https://threejs.org/examples/#webgl_materials_subsurface_scattering,primary,Core rendering infrastructure
Scene,webgl_materials_subsurface_scattering,https://threejs.org/examples/#webgl_materials_subsurface_scattering,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_subsurface_scattering,https://threejs.org/examples/#webgl_materials_subsurface_scattering,primary,PerspectiveCamera view projection
WebGLRenderer,webgl_materials_texture_anisotropy,https://threejs.org/examples/#webgl_materials_texture_anisotropy,primary,Core rendering infrastructure
Scene,webgl_materials_texture_anisotropy,https://threejs.org/examples/#webgl_materials_texture_anisotropy,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_texture_anisotropy,https://threejs.org/examples/#webgl_materials_texture_anisotropy,primary,PerspectiveCamera view projection
MeshPhysicalMaterial,webgl_materials_texture_anisotropy,https://threejs.org/examples/#webgl_materials_texture_anisotropy,secondary,MeshPhysicalMaterial shading model
TextGeometry,webgl_materials_texture_anisotropy,https://threejs.org/examples/#webgl_materials_texture_anisotropy,secondary,
WebGLRenderer,webgl_materials_texture_canvas,https://threejs.org/examples/#webgl_materials_texture_canvas,primary,Core rendering infrastructure
Scene,webgl_materials_texture_canvas,https://threejs.org/examples/#webgl_materials_texture_canvas,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_texture_canvas,https://threejs.org/examples/#webgl_materials_texture_canvas,primary,PerspectiveCamera view projection
TextGeometry,webgl_materials_texture_canvas,https://threejs.org/examples/#webgl_materials_texture_canvas,secondary,
WebGLRenderer,webgl_materials_texture_filters,https://threejs.org/examples/#webgl_materials_texture_filters,primary,Core rendering infrastructure
Scene,webgl_materials_texture_filters,https://threejs.org/examples/#webgl_materials_texture_filters,primary,Core rendering infrastructure
PerspectiveCamera,webgl_materials_texture_filters,https://threejs.org/examples/#webgl_materials_texture_filters,primary,PerspectiveCamera view projection
TextGeometry,webgl_materials_texture_filters,https://threejs.org/examples/#webgl_materials_texture_filters,secondary,
WebGLRenderer,webgl_materials_texture_manualmipmap,https://threejs.org/examples/#webgl_materials_texture_manualmipmap,primary,Core rendering infrastructure
