name,description,url,category,subcategory,github_url,project_tags,production_ready,learning_value,sacred_circuits_relevance,domain_tags,notes
Bluebird,Full-featured promise library with performance,http://bluebirdjs.com/,Utilities,Promise,https://github.com/petkaantonov/bluebird,Infrastructure,0.7,0.6,0.3,promise|async|performance,High-performance promises
Moment.js,Parse validate manipulate and display dates,https://momentjs.com/,Date/Time,General,https://github.com/moment/moment,Infrastructure,0.7,0.7,0.3,date|time|parse|format,Legacy date library (use dayjs/date-fns)
date-fns,Modern JavaScript date utility library,https://date-fns.org/,Date/Time,General,https://github.com/date-fns/date-fns,Infrastructure,0.9,0.8,0.4,date|time|modular|immutable,Modern modular date library
Day.js,2KB immutable date library alternative to Moment,https://day.js.org/,Date/Time,General,https://github.com/iamkun/dayjs,Infrastructure,0.9,0.8,0.4,date|time|lightweight|immutable,Lightweight Moment replacement
Luxon,DateTime library by Moment team,https://moment.github.io/luxon/,Date/Time,General,https://github.com/moment/luxon,Infrastructure,0.8,0.8,0.3,date|time|intl|immutable,Modern Moment successor
Tempo,Tree-shakable date library for native Date,https://tempo.formkit.com/,Date/Time,General,https://github.com/formkit/tempo,Infrastructure,0.7,0.7,0.3,date|time|tree-shakable|lightweight,Lightweight date utility
timeago.js,Sub-2kb time-ago formatting library,https://timeago.org/,Date/Time,Relative,https://github.com/hustcc/timeago.js,Wall,0.7,0.7,0.3,date|time|relative|formatting,Relative time formatting
Axios,Promise-based HTTP client for browser and Node,https://axios-http.com/,HTTP,Client,https://github.com/axios/axios,Infrastructure,0.9,0.9,0.6,http|ajax|promise|interceptors,Standard HTTP client
node-fetch,Lightweight fetch API for Node.js,https://github.com/node-fetch/node-fetch,HTTP,Client,https://github.com/node-fetch/node-fetch,Infrastructure,0.8,0.7,0.4,http|fetch|node|lightweight,Node.js fetch polyfill
SuperAgent,Lightweight HTTP request library,https://github.com/ladjs/superagent,HTTP,Client,https://github.com/visionmedia/superagent,Infrastructure,0.7,0.6,0.3,http|request|fluent|node,Fluent HTTP client
ky,Tiny HTTP client based on Fetch,https://github.com/sindresorhus/ky,HTTP,Client,https://github.com/sindresorhus/ky,Infrastructure,0.8,0.7,0.3,http|fetch|tiny|browser,Tiny fetch wrapper
Socket.io,Real-time bidirectional event-based communication,https://socket.io/,HTTP,Realtime,https://github.com/socketio/socket.io,Infrastructure|Pantheon,0.9,0.8,0.6,websocket|realtime|events|bidirectional,Real-time for oracle sessions
Express,Fast unopinionated minimalist web framework,https://expressjs.com/,Routing,Server,https://github.com/expressjs/express,Infrastructure,0.9,0.8,0.5,server|http|routing|middleware,Node.js web framework
Koa,Next-generation web framework with async/await,https://koajs.com/,Routing,Server,https://github.com/koajs/koa,Infrastructure,0.8,0.7,0.3,server|http|async|middleware,Modern Express alternative
Fastify,Fast and low overhead web framework,https://fastify.dev/,Routing,Server,https://github.com/fastify/fastify,Infrastructure,0.9,0.8,0.4,server|http|fast|schema,High-performance server
Hapi,Rich framework for building apps and services,https://hapi.dev/,Routing,Server,https://github.com/hapijs/hapi,Infrastructure,0.8,0.7,0.3,server|http|plugins|validation,Enterprise server framework
Pug,Robust elegant template engine for Node.js,https://pugjs.org/,Templating,Engine,https://github.com/pugjs/pug,Infrastructure,0.8,0.7,0.3,template|html|indentation|server,Whitespace-sensitive templates
EJS,Effective JavaScript templating,https://ejs.co/,Templating,Engine,https://github.com/mde/ejs,Infrastructure,0.8,0.7,0.3,template|html|embedded|server,Embedded JS templates
Handlebars,Mustache-compatible semantic templating,https://handlebarsjs.com/,Templating,Engine,https://github.com/handlebars-lang/handlebars.js,Infrastructure,0.8,0.7,0.3,template|html|logic-less|helpers,Logic-less templates
Nunjucks,Rich powerful templating by Mozilla,https://mozilla.github.io/nunjucks/,Templating,Engine,https://github.com/mozilla/nunjucks,Infrastructure,0.8,0.7,0.3,template|html|jinja2|mozilla,Jinja2-inspired templates
store.js,Cross-browser localStorage wrapper,https://github.com/marcuswestin/store.js,Utilities,Storage,https://github.com/marcuswestin/store.js,Infrastructure,0.7,0.6,0.3,storage|localstorage|cross-browser,Universal localStorage
localForage,Offline storage using IndexedDB/WebSQL/localStorage,https://localforage.github.io/localForage/,Utilities,Storage,https://github.com/mozilla/localForage,Infrastructure|Wall,0.9,0.8,0.5,storage|indexeddb|offline|async,Best offline storage library
PouchDB,Browser database inspired by CouchDB,https://pouchdb.com/,Utilities,Storage,https://github.com/pouchdb/pouchdb,Infrastructure,0.8,0.7,0.4,database|offline|sync|couchdb,Offline-first database
Dexie.js,Friendly IndexedDB wrapper library,https://dexie.org/,Utilities,Storage,https://github.com/dexie/Dexie.js,Infrastructure|Wall,0.8,0.8,0.5,database|indexeddb|wrapper|async,Modern IndexedDB wrapper
NeDB,Embedded persistent database for browser/Electron,https://github.com/louischatriot/nedb,Utilities,Storage,https://github.com/louischatriot/nedb,Infrastructure,0.6,0.6,0.3,database|embedded|lightweight|mongodb,Embedded MongoDB-like DB
sql.js,SQLite compiled to JavaScript via Emscripten,https://sql.js.org/,Utilities,Storage,https://github.com/kripken/sql.js,Infrastructure,0.7,0.7,0.3,database|sqlite|wasm|browser,SQLite in browser
js-cookie,Simple lightweight cookie handling,https://github.com/js-cookie/js-cookie,Utilities,Storage,https://github.com/js-cookie/js-cookie,Infrastructure,0.8,0.7,0.3,cookies|storage|browser,Cookie management
chroma.js,JavaScript library for color manipulations,https://gka.github.io/chroma.js/,Utilities,Color,https://github.com/gka/chroma.js,Orbs|Constellation,0.8,0.8,0.6,color|conversion|scales|interpolation,Color manipulation for visualizations
TinyColor,Fast small color manipulation and conversion,https://bgrins.github.io/TinyColor/,Utilities,Color,https://github.com/bgrins/TinyColor,Orbs|Wall,0.7,0.7,0.4,color|conversion|parsing|manipulation,Lightweight color utility
i18next,Internationalization framework for JavaScript,https://www.i18next.com/,Utilities,I18n,https://github.com/i18next/i18next,Infrastructure|Wall,0.9,0.8,0.5,i18n|translation|localization|react,Greek language support for oracle
Format.js,JavaScript libraries for internationalization,https://formatjs.io/,Utilities,I18n,https://github.com/formatjs/formatjs,Infrastructure,0.8,0.7,0.4,i18n|intl|formatting|messages,ICU message formatting
DOMPurify,DOM-only XSS sanitizer for HTML/SVG,https://github.com/cure53/DOMPurify,Utilities,Security,https://github.com/cure53/DOMPurify,Infrastructure,0.9,0.7,0.5,security|xss|sanitizer|html,Essential XSS protection
Numeral.js,Formatting and manipulating numbers,http://numeraljs.com/,Utilities,Number,https://github.com/adamwdraper/Numeral-js,Wall,0.7,0.6,0.3,number|formatting|currency,Number formatting
accounting.js,Number money and currency formatting,https://openexchangerates.github.io/accounting.js/,Utilities,Number,https://github.com/openexchangerates/accounting.js,Wall,0.6,0.5,0.3,number|currency|formatting,Currency formatting
Math.js,Extensive math library for JavaScript and Node,https://mathjs.org/,Utilities,Math,https://github.com/josdejong/mathjs,Infrastructure|Orbs,0.8,0.8,0.5,math|algebra|statistics|matrices,Math computations for 3D
Chance.js,Random generator for strings numbers and more,https://chancejs.com/,Utilities,Random,https://github.com/chancejs/chancejs,Infrastructure,0.7,0.7,0.3,random|generator|testing|data,Random data generation
faker.js,Generate massive amounts of fake data,https://fakerjs.dev/,Utilities,Random,https://github.com/faker-js/faker,Infrastructure,0.8,0.8,0.3,fake-data|testing|mock|seed,Test data generation
voca,Ultimate string manipulation library,https://vocajs.com/,Utilities,String,https://github.com/panzerdp/voca,Infrastructure,0.7,0.6,0.3,string|manipulation|utility,String utilities
he,Robust HTML entity encoder/decoder,https://github.com/mathiasbynens/he,Utilities,String,https://github.com/mathiasbynens/he,Infrastructure,0.7,0.6,0.3,html|entities|encoding|decoding,HTML entity handling
query-string,Parse and stringify URL query strings,https://github.com/sindresorhus/query-string,Utilities,String,https://github.com/sindresorhus/query-string,Infrastructure,0.8,0.6,0.3,url|query|parsing|string,URL query parsing
URI.js,JavaScript URL mutation library,https://medialize.github.io/URI.js/,Utilities,String,https://github.com/medialize/URI.js,Infrastructure,0.7,0.6,0.3,url|uri|mutation|parsing,URL manipulation
sprintf.js,sprintf implementation for JavaScript,https://github.com/alexei/sprintf.js,Utilities,String,https://github.com/alexei/sprintf.js,Infrastructure,0.7,0.5,0.3,string|formatting|printf,String formatting
Papa Parse,Powerful CSV parsing and export library,https://www.papaparse.com/,Utilities,Files,https://github.com/mholt/PapaParse,Infrastructure,0.9,0.8,0.5,csv|parsing|export|streaming,CSV handling for data pipeline
jsPDF,Client-side JavaScript PDF generation,https://parall.ax/products/jspdf,Utilities,Files,https://github.com/MrRio/jsPDF,Wall,0.8,0.7,0.4,pdf|generation|client-side,PDF generation for oracle reports
PDF.js,PDF viewer built with HTML5,https://mozilla.github.io/pdf.js/,Utilities,Files,https://github.com/mozilla/pdf.js,Wall,0.9,0.7,0.3,pdf|viewer|rendering|html5,PDF rendering
PDFKit,JavaScript PDF generation library for Node,https://pdfkit.org/,Utilities,Files,https://github.com/foliojs/pdfkit,Infrastructure,0.8,0.7,0.4,pdf|generation|node|vector,Server-side PDF generation
diff2html,Git diff output parser and HTML generator,https://diff2html.xyz/,Utilities,Files,https://github.com/rtfpessoa/diff2html,Infrastructure,0.7,0.6,0.3,diff|git|html|visualization,Code diff visualization
ace,Ajax.org Cloud9 code editor,https://ace.c9.io/,Editors,Code,https://github.com/ajaxorg/ace,Wall,0.9,0.7,0.3,editor|code|syntax|browser,In-browser code editor
CodeMirror,Versatile in-browser code editor,https://codemirror.net/,Editors,Code,https://github.com/codemirror/CodeMirror,Wall,0.9,0.8,0.3,editor|code|syntax|extensible,Extensible code editor
Monaco Editor,Code editor powering VS Code,https://microsoft.github.io/monaco-editor/,Editors,Code,https://github.com/microsoft/monaco-editor,Wall,0.9,0.8,0.3,editor|code|vscode|typescript,VS Code editor component
Quill,Modern rich text editor with cross-browser support,https://quilljs.com/,Editors,Rich Text,https://github.com/quilljs/quill,Wall,0.9,0.8,0.4,editor|wysiwyg|rich-text|modular,Rich text for oracle notes
TinyMCE,JavaScript rich text editor,https://www.tiny.cloud/,Editors,Rich Text,https://github.com/tinymce/tinymce,Wall,0.9,0.7,0.3,editor|wysiwyg|rich-text|plugins,Full-featured rich text
medium-editor,Medium.com WYSIWYG editor clone,https://yabwe.github.io/medium-editor/,Editors,Rich Text,https://github.com/yabwe/medium-editor,Wall,0.7,0.7,0.3,editor|wysiwyg|medium|lightweight,Clean minimal editor
Trix,Rich text editor for everyday writing,https://trix-editor.org/,Editors,Rich Text,https://github.com/basecamp/trix,Wall,0.8,0.7,0.3,editor|wysiwyg|basecamp|rich-text,Basecamp's rich text editor
Trumbowyg,Lightweight WYSIWYG editor,https://alex-d.github.io/Trumbowyg/,Editors,Rich Text,https://github.com/Alex-D/Trumbowyg,Wall,0.7,0.6,0.3,editor|wysiwyg|lightweight|jquery,Minimal WYSIWYG
Summernote,Super simple WYSIWYG editor,https://summernote.org/,Editors,Rich Text,https://github.com/summernote/summernote,Wall,0.7,0.6,0.3,editor|wysiwyg|bootstrap|jquery,Bootstrap WYSIWYG
jsoneditor,Web-based JSON viewing and editing tool,https://jsoneditoronline.org/,Editors,Data,https://github.com/josdejong/jsoneditor,Infrastructure,0.8,0.7,0.3,editor|json|tree|viewer,JSON data editor
HANDSONTABLE,JavaScript/HTML5 spreadsheet for developers,https://handsontable.com/,UI,Spreadsheet,https://github.com/handsontable/handsontable,Wall,0.8,0.7,0.3,spreadsheet|table|grid|excel,Excel-like data grid
Frappe Datatable,Simple modern interactive datatable library,https://frappe.io/datatable,UI,Table,https://github.com/frappe/datatable,Wall,0.7,0.7,0.3,table|datatable|interactive|lightweight,Lightweight data table
Jspreadsheet CE,Lightweight vanilla JS interactive tables,https://bossanova.uk/jspreadsheet/,UI,Spreadsheet,https://github.com/jspreadsheet/ce,Wall,0.7,0.7,0.3,spreadsheet|table|vanilla|interactive,Community edition spreadsheet
RevoGrid,Fast responsive Excel-like data grid,https://revolist.github.io/revogrid/,UI,Table,https://github.com/revolist/revogrid,Wall,0.7,0.7,0.3,table|grid|virtual|performance,Virtual scrolling grid
DataTables,jQuery plugin for dynamic data tables,https://datatables.net/,UI,Table,https://github.com/DataTables/DataTables,Wall,0.8,0.7,0.3,table|jquery|sorting|filtering,Standard jQuery data table
AG Grid,Enterprise-grade data grid component,https://www.ag-grid.com/,UI,Table,https://github.com/ag-grid/ag-grid,Wall,0.9,0.8,0.3,table|grid|enterprise|virtual,Enterprise data grid
TimelineJS3,Storytelling timeline built in JavaScript,https://timeline.knightlab.com/,UI,Timeline,https://github.com/NUKnightLab/TimelineJS3,Wall|Pantheon,0.8,0.7,0.6,timeline|storytelling|media|interactive,Mythology timeline storytelling
Timesheet.js,Simple timeline library with HTML5 and CSS3,https://sbstjn.github.io/timesheet.js/,UI,Timeline,https://github.com/sbstjn/timesheet.js,Wall,0.5,0.5,0.3,timeline|css|html5,Simple timeline
Vis Timeline,Interactive timelines and 2D graphs,https://visjs.org/,UI,Timeline,https://github.com/visjs/vis-timeline,Wall|Constellation,0.7,0.7,0.5,timeline|interactive|graph|network,Interactive timeline and network
Labella.js,Timeline label layout by Twitter,https://twitter.github.io/labella.js/,UI,Timeline,https://github.com/twitter/labella.js,Wall|Constellation,0.6,0.6,0.4,timeline|labels|layout|svg,Smart timeline label positioning
React-Chrono,React timeline component in various formats,https://react-chrono.prabhumurthy.com/,UI,Timeline,https://github.com/prabhuignoto/react-chrono,Wall,0.7,0.7,0.4,timeline|react|interactive|modes,React timeline component
tracking.js,Computer vision library for the web,https://trackingjs.com/,Image Processing,Vision,https://github.com/eduardolundgren/tracking.js,Ritual|Pantheon,0.6,0.7,0.5,vision|tracking|face|color,Face and color tracking
ocrad.js,OCR in JavaScript via Emscripten,https://antimatter15.github.io/ocrad.js/,Image Processing,OCR,https://github.com/antimatter15/ocrad.js,Infrastructure,0.5,0.6,0.3,ocr|text|recognition|wasm,Browser-based OCR
CamanJS,Canvas image manipulation with filters,http://camanjs.com/,Image Processing,Canvas,https://github.com/meltingice/CamanJS,Wall,0.6,0.6,0.3,image|canvas|filters|manipulation,Image filter effects
Jimp,Image processing library for Node.js,https://jimp-dev.github.io/jimp/,Image Processing,Node,https://github.com/jimp-dev/jimp,Infrastructure,0.8,0.7,0.4,image|processing|node|manipulation,Server-side image processing
ConvNetJS,Deep learning in JavaScript browser,https://cs.stanford.edu/people/karpathy/convnetjs/,Machine Learning,Neural Network,https://github.com/karpathy/convnetjs,Infrastructure,0.5,0.8,0.3,ml|neural-network|deep-learning|browser,Browser neural networks
Synaptic.js,Architecture-free neural network library,https://caza.la/synaptic/,Machine Learning,Neural Network,https://github.com/cazala/synaptic,Infrastructure,0.5,0.7,0.3,ml|neural-network|architecture,Flexible neural networks
TensorFlow.js,ML library for JavaScript and Node,https://www.tensorflow.org/js,Machine Learning,Framework,https://github.com/tensorflow/tfjs,Infrastructure|Pantheon,0.9,0.9,0.5,ml|tensorflow|gpu|models,Production ML in browser
Brain.js,GPU-accelerated neural networks in JavaScript,https://brain.js.org/,Machine Learning,Neural Network,https://github.com/BrainJS/brain.js,Infrastructure,0.7,0.7,0.3,ml|neural-network|gpu|browser,Simple neural networks
Fuse.js,Lightweight fuzzy-search library,https://www.fusejs.io/,Utilities,Search,https://github.com/krisk/Fuse,Wall|Infrastructure,0.9,0.8,0.6,search|fuzzy|client-side|lightweight,Client-side deity search
Lunr.js,Client-side full-text search for static sites,https://lunrjs.com/,Utilities,Search,https://github.com/olivernn/lunr.js,Wall,0.8,0.7,0.5,search|full-text|client-side|index,Static site search
FullCalendar,Full-sized drag-and-drop event calendar,https://fullcalendar.io/,UI,Calendar,https://github.com/fullcalendar/fullcalendar,Wall,0.9,0.8,0.3,calendar|events|drag-drop|responsive,Calendar component
Phaser,HTML5 game framework for Canvas and WebGL,https://phaser.io/,WebGL/3D,Game Engine,https://github.com/phaserjs/phaser,Orbs|Ritual,0.9,0.9,0.6,game|canvas|webgl|physics,Game engine for interactive oracle experiences
PM2,Production process manager with load balancer,https://pm2.keymetrics.io/,Utilities,Process,https://github.com/Unitech/pm2,Infrastructure,0.9,0.7,0.5,process|manager|cluster|monitoring,Production Node.js process manager
nodemon,Monitor source changes and restart server,https://nodemon.io/,Utilities,Process,https://github.com/remy/nodemon,Infrastructure,0.9,0.8,0.4,development|restart|monitor|watch,Dev server auto-restart
Sequelize,Promise-based ORM for multiple SQL databases,https://sequelize.org/,Utilities,ORM,https://github.com/sequelize/sequelize,Infrastructure,0.9,0.7,0.3,orm|sql|database|promise,SQL ORM for Node.js
Objection.js,SQL-friendly ORM built on Knex for Node.js,https://vincit.github.io/objection.js/,Utilities,ORM,https://github.com/Vincit/objection.js,Infrastructure,0.8,0.7,0.3,orm|sql|knex|relational,Lightweight SQL ORM
Prisma,Next-generation ORM for Node.js and TypeScript,https://www.prisma.io/,Utilities,ORM,https://github.com/prisma/prisma,Infrastructure,0.9,0.9,0.5,orm|database|typescript|schema,Modern TypeScript ORM
Johnny-Five,JavaScript robotics programming framework,https://johnny-five.io/,Utilities,IoT,https://github.com/rwaldron/johnny-five,Orbs,0.7,0.8,0.6,robotics|iot|hardware|arduino,Hardware control for Spirit Sphere
Node-RED,Flow-based programming for IoT,https://nodered.org/,Utilities,IoT,https://github.com/node-red/node-red,Orbs|Infrastructure,0.8,0.8,0.6,iot|flow|automation|hardware,Visual IoT programming for ESP32 integration
Cylon.js,Next-generation robotics framework,https://cylonjs.com/,Utilities,IoT,https://github.com/hybridgroup/cylon,Orbs,0.6,0.7,0.4,robotics|iot|hardware|multiple,Multi-platform robotics
Ghost,Open source publishing platform,https://ghost.org/,Utilities,CMS,https://github.com/TryGhost/Ghost,Infrastructure,0.9,0.7,0.3,cms|blog|publishing|node,Node.js CMS
Hexo,Fast simple powerful blog framework,https://hexo.io/,Utilities,CMS,https://github.com/hexojs/hexo,Infrastructure,0.7,0.6,0.3,blog|static|generator|markdown,Static site generator
Winston,Multi-transport async logging library,https://github.com/winstonjs/winston,Utilities,Logging,https://github.com/winstonjs/winston,Infrastructure,0.9,0.7,0.4,logging|transport|node|async,Standard Node.js logger
Pino,Very low overhead Node.js logger,https://getpino.io/,Utilities,Logging,https://github.com/pinojs/pino,Infrastructure,0.9,0.7,0.4,logging|performance|json|node,Fast JSON logger
loglevel,Minimal logging with reliable log level methods,https://github.com/pimterry/loglevel,Utilities,Logging,https://github.com/pimterry/loglevel,Infrastructure,0.7,0.6,0.3,logging|minimal|browser|levels,Lightweight browser logger
Bunyan,Simple fast JSON logging for Node.js,https://github.com/trentm/node-bunyan,Utilities,Logging,https://github.com/trentm/node-bunyan,Infrastructure,0.7,0.6,0.3,logging|json|node|streams,JSON stream logger
bowser,Browser detection library,https://github.com/bowser-js/bowser,Utilities,Browser,https://github.com/bowser-js/bowser,Infrastructure,0.7,0.6,0.3,browser|detection|user-agent|parsing,Browser feature detection
Nodemailer,Send emails with Node.js,https://nodemailer.com/,Utilities,Email,https://github.com/nodemailer/nodemailer,Infrastructure,0.9,0.7,0.4,email|smtp|node|sending,Email sending for oracle notifications
SSH2,SSH2 client and server modules for Node.js,https://github.com/mscdex/ssh2,Utilities,Network,https://github.com/mscdex/ssh2,Infrastructure,0.8,0.6,0.3,ssh|network|security|node,SSH connectivity
NodeGit,Native Node bindings to Git,https://www.nodegit.org/,Utilities,Git,https://github.com/nodegit/nodegit,Infrastructure,0.7,0.6,0.3,git|bindings|native|node,Programmatic Git access
OpenType.js,JavaScript parser for OpenType and TrueType fonts,https://opentype.js.org/,Typography,Fonts,https://github.com/opentypejs/opentype.js,Pantheon|Wall,0.7,0.8,0.6,typography|fonts|opentype|parsing,Font parsing for deity text rendering
Lettering.js,jQuery font manipulation plugin,https://letteringjs.com/,Typography,Text Effects,https://github.com/davatron5000/Lettering.js,Wall,0.5,0.5,0.3,typography|text|jquery|manipulation,Letter-level text control
TypeIt,Most versatile JavaScript typewriter effect,https://typeitjs.com/,Typography,Animation,https://github.com/alexmacarthur/typeit,Wall|Pantheon,0.7,0.7,0.5,typography|typewriter|animation,Typewriter effect for oracle text
Typed.js,Typing animation library,https://mattboldt.com/demos/typed-js/,Typography,Animation,https://github.com/mattboldt/typed.js,Wall|Pantheon,0.8,0.7,0.5,typography|typewriter|animation,Typing animation for oracle messages
blessed,Curses-like library for terminal interfaces,https://github.com/chjj/blessed,Utilities,Terminal,https://github.com/chjj/blessed,Infrastructure,0.7,0.6,0.3,terminal|tui|curses|dashboard,Terminal UI framework
blessed-contrib,Terminal dashboard widgets with ASCII art,https://github.com/yaronn/blessed-contrib,Utilities,Terminal,https://github.com/yaronn/blessed-contrib,Infrastructure,0.7,0.7,0.3,terminal|dashboard|ascii|charts,Terminal data visualization
Vorpal,Framework for building interactive CLIs,https://vorpal.js.org/,Utilities,CLI,https://github.com/dthree/Vorpal,Infrastructure,0.6,0.6,0.3,cli|interactive|framework|repl,Interactive CLI framework
Inquirer.js,Collection of interactive CLI prompts,https://github.com/SBoudrias/Inquirer.js,Utilities,CLI,https://github.com/SBoudrias/Inquirer.js,Infrastructure,0.9,0.8,0.4,cli|prompts|interactive|input,CLI prompt library
VerbalExpressions,Construct regular expressions in readable code,https://verbalexpressions.github.io/JSVerbalExpressions/,Utilities,RegExp,https://github.com/VerbalExpressions/JSVerbalExpressions,Infrastructure,0.6,0.7,0.3,regex|builder|readable|utility,Human-readable regex builder
Clinic.js,Tools for diagnosing Node.js performance,https://clinicjs.org/,Utilities,Profiling,https://github.com/clinicjs/node-clinic,Infrastructure,0.8,0.7,0.3,profiling|performance|node|diagnostics,Node.js performance diagnostics
Deepstream.io,Realtime server for collaborative applications,https://deepstream.io/,HTTP,Realtime,https://github.com/deepstreamIO/deepstream.io,Infrastructure,0.7,0.7,0.3,realtime|server|data-sync|rpc,Real-time data sync
Primus,Universal wrapper for real-time frameworks,https://github.com/primus/primus,HTTP,Realtime,https://github.com/primus/primus,Infrastructure,0.7,0.6,0.3,realtime|websocket|wrapper|universal,Real-time abstraction layer
SocketCluster,Highly scalable realtime microframework,https://socketcluster.io/,HTTP,Realtime,https://github.com/SocketCluster/socketcluster,Infrastructure,0.7,0.6,0.3,realtime|websocket|scalable|cluster,Scalable WebSocket server
Nock,HTTP mocking and expectations library,https://github.com/nock/nock,Testing,Mocking,https://github.com/nock/nock,Infrastructure,0.8,0.7,0.3,testing|mock|http|interceptor,HTTP request mocking
React Native,Framework for building native mobile apps with React,https://reactnative.dev/,UI,Mobile,https://github.com/facebook/react-native,Wall,0.9,0.8,0.4,mobile|native|react|cross-platform,Mobile app development
Electron,Build cross-platform desktop apps with web tech,https://www.electronjs.org/,UI,Desktop,https://github.com/electron/electron,Wall|Infrastructure,0.9,0.8,0.5,desktop|cross-platform|chromium|node,Desktop app for Spirit Sphere control
Tauri,Build smaller faster more secure desktop apps,https://tauri.app/,UI,Desktop,https://github.com/tauri-apps/tauri,Wall|Infrastructure,0.8,0.9,0.5,desktop|rust|lightweight|secure,Modern Electron alternative
Meteor,Ultra-simple full-stack JavaScript platform,https://www.meteor.com/,UI,Full-Stack,https://github.com/meteor/meteor,Infrastructure,0.7,0.6,0.3,fullstack|realtime|database|reactive,Full-stack reactive platform
Adonis.js,Node.js web framework with ergonomics focus,https://adonisjs.com/,Routing,Server,https://github.com/adonisjs/core,Infrastructure,0.8,0.7,0.3,server|mvc|typescript|node,Full-featured Node.js MVC
Remult,CRUD framework for full-stack TypeScript,https://remult.dev/,Utilities,CRUD,https://github.com/remult/remult,Infrastructure,0.7,0.7,0.3,crud|typescript|fullstack|orm,Full-stack CRUD framework
Stripe.js,Stripe payment integration client library,https://stripe.com/docs/js,Utilities,Payments,https://github.com/stripe/stripe-js,Wall|Infrastructure,0.9,0.8,0.8,payments|stripe|checkout|elements,Payment processing for oracle cards
dox,JavaScript documentation generator producing JSON,https://github.com/tj/dox,Build Tools,Documentation,https://github.com/tj/dox,Infrastructure,0.6,0.5,0.3,documentation|jsdoc|json|generator,JSDoc JSON generator
ESDoc,Good documentation generator for JavaScript,https://esdoc.org/,Build Tools,Documentation,https://github.com/esdoc/esdoc,Infrastructure,0.6,0.6,0.3,documentation|esdoc|generator,ES6 documentation
Storybook,UI component development environment,https://storybook.js.org/,Build Tools,Documentation,https://github.com/storybookjs/storybook,Infrastructure|Wall,0.9,0.9,0.5,documentation|components|ui|testing,Component documentation and testing
React Spring,Spring-physics based React animation library,https://react-spring.dev/,Animation,Physics,https://github.com/pmndrs/react-spring,Wall|Orbs|Pantheon,0.9,0.9,0.8,animation|physics|spring|react,Physics-based React animations
Framer Motion,Production-ready React animation library,https://www.framer.com/motion/,Animation,React,https://github.com/framer/motion,Wall|Pantheon,0.9,0.9,0.8,animation|react|gesture|layout,Best React animation library
React Three Fiber,React renderer for Three.js,https://docs.pmnd.rs/react-three-fiber/,WebGL/3D,React,https://github.com/pmndrs/react-three-fiber,Orbs|Pantheon|Constellation,0.9,0.9,0.9,threejs|react|3d|webgl,React + Three.js for Orb rendering
Drei,Useful helpers for React Three Fiber,https://drei.pmnd.rs/,WebGL/3D,React,https://github.com/pmndrs/drei,Orbs|Pantheon,0.9,0.9,0.9,threejs|react|helpers|3d,Essential R3F utilities
Zustand,Small fast scalable React state management,https://zustand-demo.pmnd.rs/,State Management,Store,https://github.com/pmndrs/zustand,Wall|Infrastructure,0.9,0.9,0.5,state|react|hooks|minimal,Lightweight React state (pmndrs ecosystem)
Leva,React GUI panel for tweaking parameters,https://leva.pmnd.rs/,WebGL/3D,Controls,https://github.com/pmndrs/leva,Orbs,0.8,0.8,0.7,gui|controls|react|tweaking,3D parameter tweaking UI
Cannon-es,Lightweight 3D physics engine,https://pmndrs.github.io/cannon-es/,WebGL/3D,Physics,https://github.com/pmndrs/cannon-es,Orbs,0.7,0.7,0.6,physics|3d|simulation|collision,3D physics for particle effects
Rapier,High-performance physics engine via WASM,https://rapier.rs/,WebGL/3D,Physics,https://github.com/dimforge/rapier,Orbs,0.8,0.8,0.5,physics|wasm|3d|simulation,WASM physics engine
Postprocessing,Post-processing effects for Three.js,https://pmndrs.github.io/postprocessing/,WebGL/3D,Effects,https://github.com/pmndrs/postprocessing,Orbs|Pantheon,0.8,0.8,0.8,threejs|effects|bloom|glitch,Visual effects for deity rendering
particlesJS,Lightweight particles animation library,https://vincentgarreau.com/particles.js/,Animation,Particles,https://github.com/VincentGarreau/particles.js,Orbs|Constellation,0.7,0.7,0.8,particles|canvas|animation|background,Particle effects for Orb background
tsParticles,TypeScript particles animation library,https://particles.js.org/,Animation,Particles,https://github.com/tsparticles/tsparticles,Orbs|Constellation,0.8,0.8,0.8,particles|canvas|animation|typescript,Modern particles.js successor
Konva,2D canvas framework for desktop and mobile,https://konvajs.org/,Canvas,2D Framework,https://github.com/konvajs/konva,Constellation|Wall,0.8,0.8,0.6,canvas|2d|shapes|events,2D canvas with event handling for card design
p5.js,Creative coding library inspired by Processing,https://p5js.org/,Canvas,Creative,https://github.com/processing/p5.js,Orbs|Constellation|Pantheon,0.9,0.9,0.8,canvas|creative|generative|art,Creative coding for sacred geometry
PixiJS Filters,Collection of WebGL filters for PixiJS,https://pixijs.io/filters/,WebGL/3D,Filters,https://github.com/pixijs/filters,Orbs|Pantheon,0.8,0.7,0.6,webgl|filters|effects|pixi,Visual filters for card rendering
A-Frame,Web framework for building VR experiences,https://aframe.io/,WebGL/3D,VR/XR,https://github.com/aframevr/aframe,Ritual|Orbs,0.8,0.8,0.6,vr|webxr|3d|declarative,VR/AR oracle experiences
PlayCanvas,WebGL game engine for interactive 3D content,https://playcanvas.com/,WebGL/3D,Game Engine,https://github.com/playcanvas/engine,Orbs,0.8,0.7,0.4,webgl|game|3d|editor,WebGL game engine
